gender,race,age,experience,education_years,gpa,test_score,hired
Female,White,38,4,21,3.190709793869101,1064,1
Non-binary,White,59,20,21,3.3547130792543536,742,1
Non-binary,White,23,35,12,3.915064376635967,773,1
Non-binary,Black,18,39,14,2.8147765724958878,1572,1
Female,White,39,35,12,3.9810726790753277,523,1
Male,Asian,21,0,12,2.203468604541864,819,1
Female,Black,56,2,15,3.264177466953061,903,1
Male,White,25,17,13,2.9066249029883724,928,1
Female,Asian,48,34,15,2.5319294104539845,690,1
Female,White,76,4,15,3.8141247420826563,1063,1
Male,Asian,62,36,18,2.201766074769388,1242,1
Non-binary,Asian,65,27,16,2.9956409130247215,1098,1
Female,Black,43,26,17,3.1982628274759852,1580,1
Male,White,49,18,21,2.9803413822368996,502,1
Female,White,18,32,17,3.8068326750937995,488,1
Female,White,50,37,14,3.7395321618899557,1053,1
Male,Asian,46,2,18,3.6818725292795236,665,1
Female,Hispanic,63,30,21,3.576699118574192,438,1
Male,Asian,39,31,19,2.3781422912204553,656,1
Male,Asian,47,13,19,3.9445815138130147,963,1
Female,White,22,9,13,2.3160125556679967,1021,1
Male,Black,51,17,19,3.2637622570585405,1418,1
Female,Black,70,6,21,3.480347640376971,676,1
Non-binary,White,50,18,18,2.673065090322795,1105,1
Female,Black,50,15,17,3.843429004256116,1436,1
Female,White,67,6,19,2.249221260899798,718,1
Non-binary,Asian,53,24,13,2.9604519551690487,1389,1
Female,Asian,55,36,20,2.198874276219815,480,1
Male,Black,43,10,19,3.758767163879189,790,1
Female,Asian,39,37,19,3.399016880342872,1090,1
Male,White,79,1,17,3.2553192932490598,974,1
Female,Hispanic,50,32,18,2.78044663995831,462,1
Male,Hispanic,21,31,13,3.8714510032269853,576,1
Male,Hispanic,32,24,12,2.827837988438339,1066,1
Male,White,35,12,15,2.8358299836729346,1476,1
Female,Black,59,24,12,3.6494288634920133,1024,1
Female,Black,19,23,18,2.184305801194446,681,1
Male,White,29,8,18,3.725433878301241,993,1
Female,White,72,23,15,2.1735141182092423,1343,1
Female,Asian,46,2,20,3.6867010970731933,821,1
Female,White,55,3,12,2.4522066263421047,860,1
Male,White,70,24,13,2.9240676888110944,785,1
Male,Black,47,13,18,2.996577727145941,1483,1
Male,Black,43,32,15,3.5435059633097894,562,1
Male,Hispanic,22,37,19,3.7369546709940105,1352,1
Male,Asian,56,27,13,3.766827975209298,802,1
Female,Asian,32,17,12,3.958670009290623,1220,1
Female,Black,77,11,18,3.9699895438058426,588,0
Female,Other,33,32,18,2.0677957857127236,1008,1
Male,Black,52,23,16,2.542713840030479,1145,1
Non-binary,White,19,30,18,2.6375603637588396,747,1
Non-binary,White,53,23,20,3.8863857798094177,1119,1
Male,White,77,15,15,3.24803297512315,1178,1
Female,Asian,58,21,17,2.1769033406056173,731,1
Female,Other,34,26,19,3.636949498096018,1159,1
Female,White,79,14,21,2.2439968487312933,989,1
Male,Asian,66,22,14,2.8435159952605558,633,1
Female,Black,66,3,14,3.5197506680799275,1376,0
Male,White,21,14,19,3.8474176897811914,1328,1
Male,Other,24,2,21,2.541791846537939,1515,0
Male,White,28,3,17,3.5860451391497064,730,1
Male,White,26,13,16,2.0416771430929987,1483,1
Male,White,56,19,18,3.4422499100021176,1318,1
Male,Asian,51,26,14,2.455080525013687,861,1
Male,Black,27,2,16,3.9034398520647677,803,1
Female,Hispanic,77,30,17,2.838312069603706,887,1
Female,Black,62,38,14,2.1642284686218725,889,1
Non-binary,Asian,21,8,19,2.9607069788091747,614,1
Male,Asian,19,20,18,2.960774254942578,1020,1
Male,Black,72,36,14,3.3015883023127026,735,1
Male,Hispanic,46,35,16,3.505053456935232,945,1
Non-binary,Asian,40,30,12,2.5044615096631953,1021,1
Female,Asian,73,27,13,2.8640252865795564,443,1
Male,Black,25,11,18,2.2074915680572156,969,1
Male,White,27,16,16,2.681674901552896,649,1
Male,Asian,55,21,19,3.9732056954582755,1241,1
Male,Asian,50,10,13,3.882980861696006,1552,1
Female,Hispanic,75,34,17,2.2482703139964757,632,1
Male,White,56,21,14,3.5922960756150717,1044,1
Non-binary,White,67,23,19,2.1890971324127575,985,1
Non-binary,White,68,21,20,2.0063192793903504,654,1
Female,Black,29,17,14,3.4389328844876688,414,1
Non-binary,White,79,37,21,3.128770451865517,1434,1
Male,Asian,69,14,19,3.32776945941606,935,1
Male,White,41,21,18,2.407038514471771,1384,1
Female,Asian,31,8,17,3.8047406438087257,744,1
Male,Hispanic,26,36,18,2.14784700897898,1180,1
Female,Black,49,20,16,3.598697200806598,423,1
Male,White,68,10,21,3.337012334132222,737,1
Male,White,55,28,12,3.0414527687705,1430,1
Female,Black,33,24,20,2.425247953282981,1498,1
Female,White,54,35,18,3.0469116761359047,933,1
Female,White,65,7,18,2.320124151189819,831,0
Male,Hispanic,46,25,15,3.6876830657326765,993,1
Male,White,61,20,12,3.453332795410746,1189,1
Female,White,43,2,21,3.716580956590205,656,1
Female,Black,42,13,19,2.9418723838535525,558,1
Male,White,28,12,13,3.521843643025699,658,1
Female,Other,51,37,17,3.9641632649636347,1504,1
Female,Black,69,14,13,3.949182095446638,430,1
Female,Asian,56,27,12,2.7788126266257325,1455,1
Male,White,45,24,19,3.8304523213785777,697,1
Male,Asian,46,29,19,3.6578456805135335,640,1
Female,Asian,41,4,19,3.771028250708654,771,0
Male,Asian,32,5,20,2.12290184986547,1114,1
Male,Hispanic,53,14,18,3.5888683087106474,673,1
Female,Other,37,33,21,2.0911999673330444,561,1
Male,Black,20,19,16,3.10018410074822,919,1
Female,Black,53,10,16,2.9876057054517173,1245,0
Male,Hispanic,62,30,17,3.273030856208517,589,1
Female,White,41,32,17,3.0680126270517114,1281,1
Female,White,76,24,20,3.0612737806890715,1038,1
Female,White,29,16,14,2.6326911454568354,840,1
Male,White,32,39,21,3.3190376546257694,427,1
Female,White,19,11,17,2.2052036463467464,486,1
Male,White,29,18,19,2.849378021320214,1365,1
Female,White,44,22,21,2.292553363283864,1199,1
Male,White,59,13,15,3.893630080162497,1041,1
Male,Black,49,36,21,3.3563492223319185,463,1
Male,Other,63,22,17,2.3294964822823734,776,1
Non-binary,Other,52,32,21,2.461158303507255,1553,1
Female,Other,40,2,20,3.7198001218261956,1104,0
Female,Asian,49,29,20,3.894983396734447,1225,1
Male,Asian,69,10,14,2.22949601901401,462,1
Male,White,70,23,20,2.5907368348917186,1412,1
Female,Hispanic,71,6,18,3.2439874775070807,1573,0
Male,Black,73,35,20,2.964569971444079,1037,1
Female,Hispanic,42,21,13,3.862776413689435,1580,1
Female,Other,27,24,18,2.3338822076286,1112,1
Female,White,33,4,13,3.5066793391746507,918,0
Non-binary,Black,50,7,15,3.0446394747932612,1226,0
Female,Asian,22,26,16,2.757071477101969,1513,1
Female,White,70,7,14,3.4806558044448543,984,1
Female,Black,44,1,12,2.524825109739221,1188,1
Female,Black,35,32,20,3.664611111802274,434,1
Male,Asian,53,11,14,2.89457655684628,1212,1
Male,White,33,4,19,2.920046374074208,830,1
Female,Black,73,9,18,3.0561127578620275,1257,1
Female,White,19,9,13,3.775991746074932,491,1
Non-binary,Hispanic,34,35,21,3.0003171311936176,1509,1
Male,White,27,34,20,2.9736773611166014,1391,1
Female,Black,64,8,15,2.2257526568418884,889,1
Female,White,77,37,21,2.5245564833257967,1084,1
Female,Asian,79,15,17,3.5959305254689635,421,1
Female,White,35,18,20,3.685128204556056,1280,1
Male,Asian,32,6,18,2.5076217980527495,1266,1
Female,Hispanic,65,7,16,3.3342022527178976,605,0
Female,Asian,65,38,18,3.7087933286125043,1060,1
Female,White,19,26,21,2.7964193172040988,520,1
Female,Asian,20,39,12,2.568858866267781,453,1
Male,White,39,21,21,2.1148256930018174,689,1
Female,Other,47,30,17,3.7323516637856313,1183,1
Female,Asian,71,39,20,2.3656255016135646,1298,1
Male,White,36,23,21,3.860035034505117,1241,1
Male,Hispanic,34,6,12,2.632075659456506,553,1
Female,Black,77,25,14,3.2475813702096517,751,1
Female,Asian,41,8,15,2.231458709662881,859,1
Male,White,65,36,19,2.9479435225889468,1243,1
Male,White,69,11,14,2.5115342530023153,676,1
Female,Black,30,5,17,2.6116864659460735,1391,1
Male,White,48,30,17,3.979436163667508,489,1
Male,White,45,11,13,2.507353421092623,1052,1
Male,White,57,7,17,2.2144592877882805,546,1
Female,Asian,73,38,14,3.6825805626837926,1202,1
Female,White,50,35,17,2.965895387307242,404,1
Male,Black,25,5,15,3.697571625648062,856,0
Female,White,72,20,18,3.8405226781548527,1423,1
Female,Hispanic,33,10,16,2.8871359571047197,987,1
Male,Asian,74,24,18,3.449298206732491,774,1
Female,White,48,14,15,2.5959174731421717,1432,1
Female,White,19,3,17,3.0234494099970632,504,1
Female,White,44,20,13,3.4801822075406896,1558,1
Non-binary,Other,19,28,21,2.1878498298638713,678,1
Male,White,68,32,19,2.72913455224636,1177,1
Male,Other,34,35,21,3.4783236360865244,641,1
Female,White,72,15,18,3.3299771506597553,472,1
Male,Black,43,38,13,3.8261036650479805,1536,1
Male,Asian,75,14,20,3.4779834814256594,516,1
Female,Hispanic,66,31,14,2.3475975698089524,1233,1
Female,Black,18,14,17,2.580791777684437,420,1
Non-binary,Asian,53,23,18,2.2168918517897356,887,1
Male,Hispanic,79,30,13,3.3210372386583877,1217,1
Male,White,40,7,12,2.7875905330382724,1135,1
Female,Black,71,39,17,2.059410262075005,1491,1
Male,Black,76,10,19,3.4627807191754,1563,0
Female,Black,59,9,15,2.511255637381441,1132,0
Female,White,76,8,21,3.9593697218915826,1563,1
Non-binary,White,40,32,20,2.2477663746645486,956,1
Non-binary,Asian,48,21,13,2.3465820757755727,520,1
Male,White,46,9,12,3.3671770688921816,1478,1
Male,Hispanic,70,23,17,3.224571157855735,846,1
Male,Asian,69,17,19,2.194865444812038,1591,1
Male,Asian,63,33,12,2.250911091701645,975,1
Male,White,55,19,20,2.4516058056441974,1057,1
Male,White,48,2,20,3.0162984114171474,1260,1
Male,Hispanic,29,23,16,3.5967015285622885,1502,1
Non-binary,White,72,12,15,2.9652734831122673,540,0
Male,White,58,0,14,3.9601933975169286,464,1
Female,White,53,36,17,2.3921292644125653,1397,1
Female,White,21,9,18,2.93045709522924,1580,1
Male,Asian,66,1,20,2.805800308817913,1417,1
Female,Black,59,3,17,2.7005778642295697,1130,1
Male,White,58,10,12,2.5994994778781315,509,1
Female,White,71,9,17,2.178066386606507,846,1
Male,Hispanic,76,10,14,2.0076759870459524,1445,1
Male,Black,56,18,18,2.7973750638176966,871,1
Female,Black,65,6,14,3.2950935136572155,472,1
Male,White,23,27,15,3.907898977558092,1374,1
Female,Black,57,5,16,3.1313172406665917,1316,0
Female,Other,39,8,21,2.0046944197018446,555,0
Male,Black,47,29,12,2.0852958310355945,1081,1
Male,White,55,32,12,3.2308625766689802,826,1
Female,White,24,29,17,2.937324729735364,614,1
Non-binary,White,55,3,12,2.8170562229989455,978,1
Male,White,26,21,16,3.6073196841721935,842,1
Male,Asian,27,22,18,2.2205412619117686,843,1
Male,White,30,27,21,2.2755902803960164,562,1
Male,White,69,7,17,2.7311633969665787,517,1
Female,Hispanic,39,21,19,2.0251258547495476,1162,1
Male,Asian,48,39,14,2.572403103228261,712,1
Female,White,44,12,16,2.784492193434625,1366,1
Female,White,20,1,18,3.4572790718230815,1519,1
Male,White,21,9,14,2.124436804372337,1427,1
Female,Black,22,11,15,3.105822125563937,1205,1
Male,White,65,27,13,2.98788403880709,546,1
Male,White,53,9,20,3.5828640884357035,1139,1
Male,Other,66,25,18,3.708048808713766,1215,1
Non-binary,Asian,39,31,21,2.4930128034992345,948,1
Female,Asian,56,10,18,2.65787792107991,1112,0
Male,White,21,12,12,3.5723001345910204,845,1
Non-binary,Black,74,12,21,2.278224427401932,1187,1
Female,Black,31,10,15,2.939465164066614,877,1
Male,Other,49,19,19,3.113871946894204,1105,1
Female,Hispanic,52,31,14,3.4723312100566384,526,1
Male,White,79,26,16,2.1866582270945103,1159,1
Male,Other,76,1,17,2.9519149561682303,1246,1
Female,White,59,17,16,2.6115699421807594,1573,1
Non-binary,Black,66,2,20,2.2833042114460165,1560,0
Male,White,62,36,17,2.162210580827054,1517,1
Non-binary,White,36,17,19,2.739383136740618,1103,1
Female,Asian,24,4,19,2.123274309489097,421,1
Female,White,74,32,20,2.3496111935635096,914,1
Female,Asian,52,35,17,2.5647963395052873,896,1
Female,Hispanic,74,5,18,2.02213009576408,1393,0
Female,White,63,29,15,2.812482088762289,1016,1
Male,Hispanic,72,9,20,2.3872310601690137,1254,1
Male,White,22,17,21,2.505030448286601,893,1
Female,White,76,11,18,2.9160815780698472,1291,1
Female,Black,68,11,21,2.1647937377937323,598,1
Male,White,51,36,18,3.0696830063261946,606,1
Female,Black,31,36,21,2.1612068442389694,1474,1
Female,Asian,32,22,14,3.517361932797581,506,1
Male,Asian,58,7,18,2.06375544911723,1061,0
Female,Black,49,10,17,2.8981191305367062,1541,0
Male,White,25,33,15,3.299482525825037,1001,1
Male,White,54,0,15,3.0228028475212945,1085,1
Male,White,50,22,15,2.9810331952780134,919,1
Male,White,76,26,18,2.470574117580827,1047,1
Female,Black,34,23,20,2.6154033650139916,823,1
Female,Asian,69,4,15,2.7131733318492577,1536,0
Female,White,33,29,14,3.229257911834754,1270,1
Female,Black,70,22,13,2.973505556516077,866,0
Non-binary,Other,18,35,19,3.1055198448302956,648,1
Female,Black,27,9,12,2.013380789298904,1523,1
Female,White,35,7,18,3.3150706066798024,857,1
Non-binary,Black,53,5,20,2.6939976599149076,1536,0
Male,Hispanic,30,33,13,2.4629665033167933,1544,1
Male,Black,35,32,20,3.4520887258942836,762,1
Female,Asian,30,39,21,3.6021967201013227,1345,1
Male,Asian,47,4,12,3.5348747542780137,1263,1
Female,Hispanic,74,31,20,2.7947570992785833,823,1
Female,Black,54,19,20,3.069054122804478,422,0
Male,Black,37,19,21,3.84969805249104,453,1
Male,White,18,15,20,2.7234254699812794,1598,1
Male,White,18,37,15,3.4985211213890475,1104,1
Non-binary,White,47,20,16,3.5062634021157546,1516,1
Male,White,31,38,16,3.667720720671047,813,1
Female,White,36,32,14,3.624830052189677,1384,1
Male,Black,42,2,19,3.510561335570176,865,1
Female,Black,22,32,13,3.7522289412712886,613,1
Male,Black,41,34,15,2.468847726335577,1001,1
Female,Black,46,1,14,2.9186859371165843,1447,0
Female,Other,29,2,13,3.1187660341311805,1424,1
Non-binary,Asian,74,4,20,3.038204770605523,649,1
Female,White,35,37,21,3.2389244521748166,716,1
Male,White,50,5,17,3.755042043767513,437,1
Female,Hispanic,47,29,15,3.318409747954804,420,1
Male,Asian,63,7,19,3.555270414073724,775,1
Female,White,58,24,21,2.4659416639666913,1129,1
Female,White,28,13,21,3.4135613485968532,521,1
Female,White,41,25,18,2.2700680478875723,1086,1
Female,Black,22,30,12,3.870355707244195,1147,1
Male,Other,76,12,20,3.8855797084777404,871,1
Female,Hispanic,26,11,13,3.519351384796435,997,1
Non-binary,Black,75,38,20,3.6689157792199487,744,1
Male,Black,70,6,17,3.4780076091202554,544,0
Non-binary,Black,21,26,20,2.6885646173888924,1071,1
Male,Hispanic,45,8,21,2.4885961518033026,1031,1
Non-binary,White,40,24,19,2.9725913211093666,1055,1
Male,Black,22,38,18,2.87645832959255,727,1
Male,White,74,31,15,2.738709105156025,1217,1
Male,White,40,25,18,3.0664606238541445,1081,1
Non-binary,Other,70,11,15,3.120569586363956,559,1
Male,White,38,38,17,3.176686622816493,424,1
Male,Black,67,32,21,3.3107893684694965,1289,1
Female,Asian,69,23,19,3.372564346211648,603,1
Non-binary,White,31,25,14,2.1892778974839873,789,1
Female,Black,24,37,12,2.2262655487470377,1452,1
Female,Hispanic,38,39,14,3.4599777127608804,977,1
Female,White,60,37,12,2.198588225219181,935,1
Female,White,42,23,21,2.606185555460243,1330,1
Female,Hispanic,63,33,14,2.2841970868904204,1070,1
Female,White,39,17,16,2.865312935078022,820,1
Male,White,60,31,18,2.537741464268146,500,1
Male,Black,46,15,17,2.623621449256051,1013,1
Female,Black,51,25,20,2.021760225637647,1200,1
Male,Hispanic,28,11,16,2.300796618457749,901,1
Female,White,54,34,21,2.216810915944886,993,1
Female,Black,38,5,18,2.4262798617016896,1217,1
Female,Asian,39,5,20,3.8999951389746306,520,1
Female,White,43,16,20,3.628863941297028,1029,1
Non-binary,Black,77,34,12,3.423593911619835,1180,1
Non-binary,White,38,26,13,2.474905412512456,1081,1
Male,Black,20,7,13,2.482488265247202,1265,1
Female,White,43,35,15,2.727339316776661,493,1
Female,Black,31,16,19,3.795910307873746,1194,1
Non-binary,Black,51,17,12,3.0902103505034972,689,1
Male,Other,63,22,14,2.375443841324393,604,1
Female,White,20,25,16,3.6826259825160435,960,1
Male,Black,76,7,21,2.066340063820693,1468,0
Male,White,35,25,13,3.9338314626812156,465,1
Female,Black,68,27,20,2.285400349184373,1168,1
Male,White,79,20,20,2.48221655584472,1392,1
Female,Black,54,15,13,2.153274496241195,434,0
Male,Black,50,17,15,3.370566467686001,839,1
Male,Black,30,38,18,2.0480194703167225,833,1
Male,Asian,35,31,16,3.3725699708076866,1575,1
Male,White,41,27,14,3.6080315724976835,1058,1
Male,Asian,38,29,21,3.1674586987228706,733,1
Male,Black,65,30,13,3.2985677115200067,759,1
Female,Asian,49,8,18,3.91278601504529,1548,1
Female,Asian,61,11,21,3.887713145205068,817,0
Female,White,43,3,16,3.750028694726348,671,1
Non-binary,White,48,9,15,3.9838029740432455,1453,1
Female,Asian,44,26,17,2.9575337762444986,970,1
Male,Black,68,29,16,2.60374059967456,631,1
Male,White,49,14,13,2.6787989895041484,603,1
Male,White,67,37,21,2.2399061216973863,1267,1
Non-binary,Asian,64,17,18,2.3954100161175145,1076,1
Female,Black,51,9,16,3.5450256149924737,1142,0
Female,White,44,18,19,2.475484364841619,1542,1
Male,White,26,37,19,3.994703651758997,1595,1
Male,White,71,10,12,3.2055034924133134,643,1
Male,Hispanic,62,34,16,2.927047916970361,1055,1
Male,Black,63,3,12,2.753459720291645,1159,0
Female,Other,56,7,13,3.1372864182887494,570,1
Male,White,74,35,12,3.914781640574034,1299,1
Male,Black,33,29,19,2.0851839389695095,668,1
Female,White,29,19,13,3.21783604522607,843,1
Male,Black,58,24,12,3.204373725169048,1001,1
Male,Black,69,6,16,2.4303794918031656,986,0
Male,White,20,4,15,2.936198660670172,1364,1
Male,Hispanic,53,39,15,3.5365319772969936,1331,1
Female,Other,68,23,21,2.171468316500717,1300,1
Male,White,29,30,15,2.5700675661652266,1359,1
Non-binary,White,35,4,19,2.9438804187365566,423,1
Male,Black,29,36,20,3.1661056656865405,576,1
Male,Black,47,9,16,3.959748676419432,1538,0
Male,White,62,14,16,3.6948300592699512,431,1
Male,White,32,6,19,3.085482443749079,436,1
Non-binary,White,51,21,14,2.145076639880526,489,1
Male,Black,43,16,15,3.212889608521599,970,1
Female,White,49,29,20,3.8263243428056146,816,1
Female,Asian,72,3,12,3.7160803324218588,474,1
Male,White,77,25,21,3.3182084398201366,1105,1
Female,White,26,17,17,2.123673340572322,699,1
Female,Hispanic,41,23,18,3.002838314544882,473,1
Male,White,26,5,16,2.495221865527902,424,1
Male,Black,26,20,19,2.428944446464182,723,1
Non-binary,White,39,26,21,2.078360674330952,1332,1
Male,Black,63,6,12,2.5323545251663084,834,0
Female,Black,21,21,17,3.677921665328954,648,1
Female,Other,18,0,16,2.7377777973197066,778,1
Male,Asian,38,21,19,3.60381529712462,903,1
Female,Black,34,1,21,2.3044582185757565,1391,1
Male,Hispanic,54,7,15,2.4720547722097255,970,1
Male,Hispanic,74,17,19,2.913910836382817,409,1
Male,Asian,46,28,21,2.2519866455185555,954,1
Male,White,32,22,15,3.4162902047756996,1558,1
Male,White,20,6,15,3.3895850677393673,415,1
Female,White,68,38,12,3.6990955609767084,1147,1
Non-binary,Black,21,4,17,3.4570361072796683,823,0
Female,Hispanic,58,28,17,3.2924098006129414,1253,1
Non-binary,White,75,21,21,2.4554827521282476,1340,1
Non-binary,White,25,6,20,3.964525647229492,1256,1
Male,Asian,53,21,21,3.0614051950431347,1225,1
Female,Hispanic,52,11,12,3.8218254393086655,1131,1
Female,White,41,28,12,3.234870311342563,1437,1
Female,White,43,33,13,3.441744303200727,1023,1
Female,Asian,26,23,15,2.1586878875757165,975,1
Female,Black,33,2,21,3.417131880914122,1052,0
Non-binary,Asian,51,26,17,2.4776917407200614,1084,1
Female,Black,61,28,19,3.4450796651901583,1475,1
Male,Black,79,32,14,2.098364242671862,1007,1
Female,White,25,22,12,2.805088789755657,500,1
Non-binary,Black,45,39,13,2.8129330287926146,1418,1
Male,Asian,49,38,13,3.4006329374270967,1502,1
Female,Black,65,30,16,2.3908090705510676,1193,0
Male,Asian,42,24,15,2.342593074435103,748,1
Male,White,57,15,20,3.7879396350020884,1446,1
Non-binary,Black,33,21,19,3.6909611558686795,414,1
Non-binary,Asian,51,0,12,3.6578936657644654,1365,1
Male,White,73,16,14,3.449850139740117,1342,1
Female,White,45,6,14,3.090891830418535,1042,1
Male,White,45,23,17,3.121492252092715,1359,1
Female,Black,23,21,18,3.9785938112237798,439,1
Male,Black,41,35,15,2.0345767814263747,444,1
Male,Hispanic,59,16,21,3.5742901851174045,836,1
Female,White,43,19,12,3.3149042295820492,713,1
